Company Name,Date of filing,Time of filing,Document Type,File Format,File Size
Canadian Imperial Bank of Commerce,Apr 25 2022,11:00:03 ET,Pricing supplement (specified derivative) - English,PDF,209 K
Canadian Imperial Bank of Commerce,Apr 25 2022,11:00:03 ET,Pricing supplement (specified derivative) - French,PDF,211 K
Canadian Imperial Bank of Commerce,Apr 25 2022,10:57:29 ET,Marketing materials - English,PDF,125 K
Canadian Imperial Bank of Commerce,Apr 25 2022,10:57:29 ET,Marketing materials - French,PDF,132 K
Canadian Imperial Bank of Commerce,Apr 25 2022,10:57:29 ET,Pricing supplement (specified derivative) - English,PDF,196 K
Canadian Imperial Bank of Commerce,Apr 25 2022,10:57:29 ET,Pricing supplement (specified derivative) - French,PDF,176 K
Canadian North Resources Inc.,Apr 25 2022,07:24:37 ET,News release - English,PDF,205 K
Canadian Premium Sand Inc.,Apr 25 2022,18:05:59 ET,News release - English,PDF,19 K
Carbon Streaming Corporation,Apr 25 2022,07:18:02 ET,News release - English,PDF,91 K
CareRx Corporation (formerly Centric Health Corporation),Apr 25 2022,07:09:57 ET,News release - English,PDF,25 K
"CareSpan Health, Inc. (formerly, Dynamo Capital Corp.)",Apr 25 2022,21:41:52 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,494 K
"CareSpan Health, Inc. (formerly, Dynamo Capital Corp.)",Apr 25 2022,10:02:25 ET,News release - English,PDF,408 K
Carrie Arran Resources Inc.,Apr 25 2022,15:45:24 ET,Other securityholders documents - English,PDF,809 K
Carrie Arran Resources Inc.,Apr 25 2022,15:42:23 ET,Material change report - English,PDF,101 K
Carrie Arran Resources Inc.,Apr 25 2022,15:41:43 ET,News release - English,PDF,69 K
Casa Minerals Inc.,Apr 25 2022,18:48:03 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,185 K
Casa Minerals Inc.,Apr 25 2022,18:48:03 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,186 K
Casa Minerals Inc.,Apr 25 2022,18:46:38 ET,MD&A - English,PDF,261 K
Casa Minerals Inc.,Apr 25 2022,18:45:03 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,1076 K
Casa Minerals Inc.,Apr 25 2022,18:45:03 ET,Audited annual financial statements - English,PDF,323 K
Cathedral Energy Services Ltd.,Apr 25 2022,09:07:46 ET,News release - English,PDF,32 K
CAVU Mining Corp.,Apr 25 2022,08:36:05 ET,News release - English,PDF,307 K
Cedar Peaks Mortgage Investments Inc.,Apr 25 2022,14:18:00 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,2552 K
Centaurus Energy Inc. (formerly Madalena Energy Inc.),Apr 25 2022,17:20:24 ET,News release - English,PDF,36 K
CENTR Brands Corp.,Apr 25 2022,11:16:28 ET,News release - English,PDF,38 K
Chalice Mining Limited,Apr 25 2022,21:22:32 ET,Interim financial statements/report - English,PDF,2548 K
"Charlotte's Web Holdings, Inc. (formerly Stanley Brothers Holdings Inc.)",Apr 25 2022,17:41:49 ET,News release - English,PDF,281 K
Class 1 Nickel and Technologies Limited,Apr 25 2022,10:13:33 ET,Notice of the meeting and record date (amended) - English,PDF,80 K
Cloud DX Inc. (formerly Roosevelt Capital Group Inc.),Apr 25 2022,18:05:22 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,861 K
Cloud DX Inc. (formerly Roosevelt Capital Group Inc.),Apr 25 2022,11:22:32 ET,News release - English,PDF,119 K
CO2 GRO Inc.,Apr 25 2022,21:01:02 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,465 K
CO2 GRO Inc.,Apr 25 2022,21:01:02 ET,Audited annual financial statements - English,PDF,366 K
CO2 GRO Inc.,Apr 25 2022,21:01:02 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,509 K
CO2 GRO Inc.,Apr 25 2022,20:58:55 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,99 K
CO2 GRO Inc.,Apr 25 2022,20:58:55 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,100 K
CO2 GRO Inc.,Apr 25 2022,20:57:57 ET,MD&A - English,PDF,335 K
Colabor Group Inc.,Apr 25 2022,16:37:59 ET,News release - English,PDF,246 K
Colabor Group Inc.,Apr 25 2022,16:37:59 ET,News release - French,PDF,246 K
COLLIERS INTERNATIONAL GROUP INC.,Apr 25 2022,13:07:10 ET,News release - English,PDF,132 K
Columbia Care Inc. (formerly known as Canaccord Genuity Growth Corp.),Apr 25 2022,10:54:50 ET,Other,PDF,63 K
Columbia Care Inc. (formerly known as Canaccord Genuity Growth Corp.),Apr 25 2022,10:50:23 ET,Other,PDF,35 K
Compass Venture Inc.,Apr 25 2022,16:16:06 ET,News release - English,PDF,122 K
CordovaCann Corp. (formerly LiveReel Media Corporation),Apr 25 2022,19:20:09 ET,Material change report - English,PDF,193 K
Cordy Oilfield Services Inc.,Apr 25 2022,19:53:50 ET,News release - English,PDF,166 K
Core Assets Corp.,Apr 25 2022,12:32:20 ET,News release - English,PDF,1474 K
Core One Labs Inc.,Apr 25 2022,16:48:22 ET,News release - English,PDF,96 K
Cornish Metals Inc.,Apr 25 2022,17:15:10 ET,News release - English,PDF,180 K
Cosa Resources Corp.,Apr 25 2022,16:08:06 ET,News release - English,PDF,153 K
CoTec Holdings Corp.,Apr 25 2022,21:07:36 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,717 K
CoTec Holdings Corp.,Apr 25 2022,09:44:18 ET,Audited annual financial statements - English,PDF,378 K
CoTec Holdings Corp.,Apr 25 2022,09:43:24 ET,MD&A - English,PDF,253 K
CoTec Holdings Corp.,Apr 25 2022,09:43:02 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,57 K
CoTec Holdings Corp.,Apr 25 2022,09:43:02 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,57 K
Cullinan Metals Corp.,Apr 25 2022,19:18:09 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,8 K
Cullinan Metals Corp.,Apr 25 2022,19:18:09 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,8 K
Cullinan Metals Corp.,Apr 25 2022,19:17:19 ET,MD&A - English,PDF,122 K
Cullinan Metals Corp.,Apr 25 2022,19:16:33 ET,Interim financial statements/report - English,PDF,239 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:34:45 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,21 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:34:45 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,21 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:34:18 ET,MD&A - English,PDF,380 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:33:26 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,985 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:33:26 ET,Audited annual financial statements - English,PDF,1616 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,12:33:26 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,434 K
CVW CleanTech Inc. (formerly Titanium Corporation Inc.),Apr 25 2022,07:59:52 ET,News release - English,PDF,39 K
Delta 9 Cannabis Inc.,Apr 25 2022,07:26:03 ET,News release - English,PDF,22 K
Desert Gold Ventures Inc.,Apr 25 2022,16:43:08 ET,News release - English,PDF,182 K
DigiMax Global Inc.,Apr 25 2022,20:33:21 ET,News release - English,PDF,290 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:53:19 ET,News release - English,PDF,198 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:34:58 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,169 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:34:58 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,170 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:33:09 ET,MD&A - English,PDF,365 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:30:58 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,1247 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:30:58 ET,Audited annual financial statements - English,PDF,737 K
"Direct Communication Solutions, Inc.",Apr 25 2022,17:30:58 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,44 K
DIRTT Environmental Solutions Ltd.,Apr 25 2022,07:41:26 ET,News release - English,PDF,16 K
Earthworks Industries Inc.,Apr 25 2022,13:48:43 ET,News release - English,PDF,256 K
Economic Investment Trust Limited,Apr 25 2022,14:16:59 ET,52-109F2 - Certification of interim filings - CEO (E),PDF,147 K
Economic Investment Trust Limited,Apr 25 2022,14:16:59 ET,52-109F2 - Certification of interim filings - CFO (E),PDF,147 K
Economic Investment Trust Limited,Apr 25 2022,14:16:33 ET,MD&A - English,PDF,212 K
Economic Investment Trust Limited,Apr 25 2022,14:16:06 ET,Interim financial statements/report - English,PDF,386 K
Empower Clinics Inc. (formerly Adira Energy Ltd.),Apr 25 2022,07:09:32 ET,News release - English,PDF,141 K
Endurance Gold Corporation,Apr 25 2022,22:00:28 ET,Form of proxy - English,PDF,160 K
Endurance Gold Corporation,Apr 25 2022,22:00:28 ET,Management information circular - English,PDF,1023 K
Endurance Gold Corporation,Apr 25 2022,22:00:28 ET,Notice of meeting - English,PDF,337 K
Endurance Gold Corporation,Apr 25 2022,22:00:28 ET,Other,PDF,65 K
Endurance Gold Corporation,Apr 25 2022,14:00:15 ET,News release - English,PDF,533 K
EnQuest PLC,Apr 25 2022,11:47:38 ET,Other securityholders documents - English,PDF,69 K
EnQuest PLC,Apr 25 2022,10:10:47 ET,Other securityholders documents - English,PDF,88 K
Envirogold Global Limited,Apr 25 2022,11:48:31 ET,News release - English,PDF,155 K
Environmental Waste International Inc.,Apr 25 2022,13:46:27 ET,Notice of the meeting and record date - English,PDF,533 K
Eskay Mining Corp,Apr 25 2022,18:43:03 ET,News release - English,PDF,50 K
Euro Manganese Inc.,Apr 25 2022,18:44:32 ET,News release - English,PDF,212 K
EV Technology Group Ltd. (formerly Blue Sky Energy Inc.),Apr 25 2022,07:30:58 ET,News release - English,PDF,122 K
Extendicare Inc.,Apr 25 2022,20:47:12 ET,Form of proxy - English,PDF,126 K
Extendicare Inc.,Apr 25 2022,20:47:12 ET,Management information circular - English,PDF,1795 K
Extendicare Inc.,Apr 25 2022,20:47:12 ET,Notice of meeting - English,PDF,161 K
Fab-Form Industries Ltd.,Apr 25 2022,16:39:55 ET,Form of proxy - English,PDF,286 K
Fab-Form Industries Ltd.,Apr 25 2022,16:39:55 ET,Management information circular - English,PDF,2319 K
Fab-Form Industries Ltd.,Apr 25 2022,16:39:55 ET,Notice of meeting - English,PDF,294 K
Faraday Copper Corp. (formerly Copperbank Resources Corp.),Apr 25 2022,18:13:57 ET,Notice,PDF,133 K
Faraday Copper Corp. (formerly Copperbank Resources Corp.),Apr 25 2022,11:34:10 ET,News release - English,PDF,205 K
Faraday Copper Corp. (formerly Copperbank Resources Corp.),Apr 25 2022,11:29:54 ET,News release - English,PDF,205 K
Faraday Copper Corp. (formerly Copperbank Resources Corp.),Apr 25 2022,08:17:23 ET,Other securityholders documents - English,PDF,290 K
FinCanna Capital Corp. (formerly Astar Minerals Ltd.),Apr 25 2022,20:34:04 ET,News release - English,PDF,206 K
"Firm Capital Apartment Real Estate Investment Trust (formerly, Firm Capital American Realty Partners Trust)",Apr 25 2022,12:44:49 ET,Material change report - English,PDF,114 K
First Hydrogen Corp. (formerly Pure Extraction Corp.),Apr 25 2022,11:53:49 ET,News release - English,PDF,175 K
Fjordland Exploration Inc.,Apr 25 2022,11:27:48 ET,Material change report - English,PDF,134 K
Fjordland Exploration Inc.,Apr 25 2022,11:22:54 ET,News release - English,PDF,230 K
Flutter Entertainment plc,Apr 25 2022,08:50:44 ET,News release - English,PDF,107 K
ForeGrowth Ellesmere L.P.,Apr 25 2022,09:49:27 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1 (amended),PDF,233 K
ForeGrowth Ellesmere L.P.,Apr 25 2022,09:38:26 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1 (amended),PDF,233 K
Fortified Trust,Apr 25 2022,12:34:10 ET,Other,PDF,399 K
Forum Energy Metals Corp.,Apr 25 2022,16:36:44 ET,Interim financial statements/report - English,PDF,338 K
Forum Energy Metals Corp.,Apr 25 2022,16:36:13 ET,MD&A - English,PDF,208 K
Forum Energy Metals Corp.,Apr 25 2022,16:35:39 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,99 K
Forum Energy Metals Corp.,Apr 25 2022,16:35:39 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,136 K
Franchise Global Health Inc. (formerly Mercury Acquisitions Corp.),Apr 25 2022,07:39:53 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,52 K
Franchise Global Health Inc. (formerly Mercury Acquisitions Corp.),Apr 25 2022,07:39:53 ET,Audited annual financial statements - English,PDF,2540 K
Franchise Global Health Inc. (formerly Mercury Acquisitions Corp.),Apr 25 2022,07:39:01 ET,MD&A - English,PDF,285 K
Franchise Global Health Inc. (formerly Mercury Acquisitions Corp.),Apr 25 2022,07:38:37 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,8 K
Franchise Global Health Inc. (formerly Mercury Acquisitions Corp.),Apr 25 2022,07:38:37 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,8 K
G2 Goldfields Inc.,Apr 25 2022,16:00:45 ET,News release - English,PDF,1643 K
Galantas Gold Corporation,Apr 25 2022,14:29:20 ET,Notice of the meeting and record date - English,PDF,536 K
Galaxy Digital Holdings Ltd.,Apr 25 2022,14:26:16 ET,Notice of the meeting and record date - English,PDF,537 K
Galway Metals Inc.,Apr 25 2022,11:35:05 ET,Material change report - English,PDF,1726 K
Galway Metals Inc.,Apr 25 2022,07:09:06 ET,News release - English,PDF,5878 K
Garibaldi Resources Corp.,Apr 25 2022,18:10:58 ET,News release - English,PDF,33 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:33 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,88 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:33 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,88 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:25 ET,MD&A - English,PDF,286 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:06 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,57 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:06 ET,Audited annual financial statements - English,PDF,365 K
"Generic Gold Corp. (formerly, Wamco Technology Group Ltd.)",Apr 25 2022,15:56:06 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,92 K
Genesis Trust II,Apr 25 2022,15:37:42 ET,MD&A - French,PDF,305 K
Genesis Trust II,Apr 25 2022,15:37:08 ET,Interim financial statements/report - French,PDF,198 K
Genix Pharmaceuticals Corporation,Apr 25 2022,16:20:59 ET,Form of proxy - English,PDF,157 K
Genix Pharmaceuticals Corporation,Apr 25 2022,16:20:59 ET,Management information circular - English,PDF,629 K
Genix Pharmaceuticals Corporation,Apr 25 2022,16:20:59 ET,Notice of meeting - English,PDF,232 K
Genix Pharmaceuticals Corporation,Apr 25 2022,16:20:59 ET,Other,PDF,100 K
Geomega Resources Inc.,Apr 25 2022,07:17:59 ET,News release - English,PDF,33 K
Geomega Resources Inc.,Apr 25 2022,07:17:59 ET,News release - French,PDF,36 K
GetSwift Technologies Limited,Apr 25 2022,19:32:10 ET,Material change report - English,PDF,77 K
GetSwift Technologies Limited,Apr 25 2022,19:32:10 ET,Material Document(s),PDF,3716 K
GetSwift Technologies Limited,Apr 25 2022,19:32:10 ET,Material Document(s),PDF,4693 K
GFG Resources Inc.,Apr 25 2022,15:20:00 ET,Material change report - English,PDF,172 K
GFL Environmental Inc.,Apr 25 2022,06:59:30 ET,News release - English,PDF,115 K
Giyani Metals Corp.,Apr 25 2022,10:52:13 ET,News release - English,PDF,178 K
Glen Road Trust,Apr 25 2022,16:29:48 ET,Marketing materials related to offering memorandum - English,PDF,602 K
Glen Road Trust,Apr 25 2022,16:25:47 ET,Offering memorandum (2.9 of NI 45-106) - English,PDF,856 K
GLG LIFE TECH CORPORATION,Apr 25 2022,20:32:44 ET,News release - English,PDF,212 K
Global Dividend Growth Split Corp.,Apr 25 2022,10:18:09 ET,Consent letter of underwriters' legal counsel,PDF,246 K
Global Dividend Growth Split Corp.,Apr 22 2022,17:46:43 ET,Auditors' consent letter,PDF,107 K
Global Dividend Growth Split Corp.,Apr 22 2022,17:46:43 ET,Consent letter of issuer's legal counsel,PDF,202 K
Global Dividend Growth Split Corp.,Apr 22 2022,17:46:43 ET,Prospectus (non pricing) supplement (other than ATM) - English,PDF,582 K
Global Dividend Growth Split Corp.,Apr 22 2022,17:46:43 ET,Prospectus (non pricing) supplement (other than ATM) - French,PDF,648 K
Global Dividend Growth Split Corp.,Apr 22 2022,17:46:43 ET,Underwriting or agency agreements (or amendment thereto),PDF,601 K
Global Investments Capital Corp.,Apr 25 2022,12:34:36 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,11 K
Global Investments Capital Corp.,Apr 25 2022,12:34:36 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,11 K
Global Investments Capital Corp.,Apr 25 2022,12:33:11 ET,MD&A - English,PDF,34 K
Global Investments Capital Corp.,Apr 25 2022,12:32:26 ET,Interim financial statements/report - English,PDF,88 K
Gold79 Mines Ltd. (formerly Aura Resources Inc.),Apr 25 2022,15:28:01 ET,Notice of the meeting and record date - English,PDF,538 K
Goldhills Holding Ltd. (Formerly Greatbanks Resources Ltd.),Apr 25 2022,12:26:40 ET,News release - English,PDF,144 K
"Gold Springs Resource Corp. (formerly, TriMetals Mining Inc.)",Apr 25 2022,20:31:35 ET,News release - English,PDF,161 K
Goldstar Minerals Inc.,Apr 25 2022,15:12:42 ET,Notice of the meeting and record date - English,PDF,535 K
Gold Terra Resource Corp.,Apr 25 2022,15:12:42 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,29 K
Gold Terra Resource Corp.,Apr 25 2022,15:12:42 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,30 K
Gold Terra Resource Corp.,Apr 25 2022,15:11:16 ET,MD&A - English,PDF,309 K
Gold Terra Resource Corp.,Apr 25 2022,15:10:10 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,86 K
Gold Terra Resource Corp.,Apr 25 2022,15:10:10 ET,Audited annual financial statements - English,PDF,465 K
Gold Terra Resource Corp.,Apr 25 2022,15:10:10 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,38 K
Great Quest Fertilizer Ltd.,Apr 25 2022,19:03:16 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,97 K
Great Quest Fertilizer Ltd.,Apr 25 2022,19:03:16 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,94 K
Great Quest Fertilizer Ltd.,Apr 25 2022,19:01:46 ET,MD&A - English,PDF,340 K
Great Quest Fertilizer Ltd.,Apr 25 2022,19:00:44 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,155 K
Great Quest Fertilizer Ltd.,Apr 25 2022,19:00:44 ET,Audited annual financial statements - English,PDF,620 K
Great Republic Mining Corp.,Apr 25 2022,13:35:55 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,342 K
Great Republic Mining Corp.,Apr 25 2022,13:35:55 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,342 K
Great Republic Mining Corp.,Apr 25 2022,13:35:05 ET,MD&A - English,PDF,243 K
Great Republic Mining Corp.,Apr 25 2022,13:34:14 ET,Interim financial statements/report - English,PDF,573 K
Great-West Lifeco Inc.,Apr 25 2022,17:32:19 ET,News release - English,PDF,246 K
Great-West Lifeco Inc.,Apr 25 2022,17:32:19 ET,News release - French,PDF,187 K
GreenBank Capital Inc.,Apr 25 2022,19:50:12 ET,Material change report (amended) - English,PDF,119 K
Greenrise Global Brands Inc. (formerly AMP Alternative Medical Products Inc.),Apr 25 2022,15:07:48 ET,Material change report - English,PDF,122 K
Greenway Greenhouse Cannabis Corporation,Apr 25 2022,16:33:39 ET,News release - English,PDF,49 K
Grizzly Discoveries Inc.,Apr 25 2022,13:58:14 ET,News release - English,PDF,36 K
Guanajuato Silver Company Ltd.,Apr 25 2022,22:25:50 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,145 K
Guanajuato Silver Company Ltd.,Apr 25 2022,22:25:50 ET,Audited annual financial statements - English,PDF,803 K
Guanajuato Silver Company Ltd.,Apr 25 2022,22:22:57 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,164 K
Guanajuato Silver Company Ltd.,Apr 25 2022,22:22:57 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,163 K
Guanajuato Silver Company Ltd.,Apr 25 2022,22:22:00 ET,MD&A - English,PDF,3472 K
Gulf & Pacific Equities Corp.,Apr 25 2022,15:01:20 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,111 K
Hannan Metals Ltd.,Apr 25 2022,19:55:06 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,101 K
Hannan Metals Ltd.,Apr 25 2022,19:55:06 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,103 K
Hannan Metals Ltd.,Apr 25 2022,19:53:13 ET,MD&A - English,PDF,273 K
Hannan Metals Ltd.,Apr 25 2022,19:51:46 ET,Interim financial statements/report - English,PDF,150 K
HAWKEYE GOLD & DIAMOND INC.,Apr 25 2022,16:36:36 ET,News release - English,PDF,232 K
HealthSpace Data Systems Ltd.,Apr 25 2022,12:30:04 ET,Cover letter,PDF,136 K
HealthSpace Data Systems Ltd.,Apr 25 2022,11:24:20 ET,Material change report - English,PDF,189 K
HealthSpace Data Systems Ltd.,Apr 25 2022,11:20:54 ET,News release - English,PDF,163 K
Helix BioPharma Corp.,Apr 25 2022,20:20:08 ET,Early warning report,PDF,185 K
Hemostemix Inc.,Apr 25 2022,16:42:07 ET,News release - English,PDF,204 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,18:46:19 ET,News release - English,PDF,212 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,18:03:38 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,141 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,18:03:38 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,142 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,18:01:56 ET,MD&A - English,PDF,216 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,17:59:47 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,53 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,17:59:47 ET,Audited annual financial statements - English,PDF,345 K
"Hempsana Holdings Ltd. (formerly, Stralak Resources Inc.)",Apr 25 2022,17:59:47 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,110 K
Hewlett Packard Enterprise Company,Apr 25 2022,08:54:15 ET,Other,PDF,81 K
High Tide Inc.,Apr 25 2022,06:50:39 ET,News release - English,PDF,92 K
HLS Therapeutics Inc.,Apr 25 2022,16:34:09 ET,News release - English,PDF,26 K
H&R Real Estate Investment Trust,Apr 25 2022,14:19:07 ET,Decision Document (Final),PDF,108 K
H&R Real Estate Investment Trust,Apr 25 2022,12:53:50 ET,Auditors' consent letter,PDF,118 K
H&R Real Estate Investment Trust,Apr 25 2022,12:53:50 ET,Final short form prospectus - English,PDF,113 K
H&R Real Estate Investment Trust,Apr 25 2022,12:53:50 ET,Final short form prospectus - French,PDF,328 K
H&R Real Estate Investment Trust,Apr 25 2022,12:53:50 ET,Non-issuer's submission to jurisdiction and appointment of agent,PDF,13 K
H&R Real Estate Investment Trust,Apr 25 2022,12:53:50 ET,Undertaking to file documents and material contracts,PDF,7 K
H&R Real Estate Investment Trust,Apr 25 2022,12:51:54 ET,Management information circular - French,PDF,1477 K
H&R Real Estate Investment Trust,Apr 25 2022,12:51:44 ET,Management information circular - French,PDF,44644 K
H&R Real Estate Investment Trust,Apr 25 2022,12:47:38 ET,Annual information form - French,PDF,1112 K
H&R Real Estate Investment Trust,Apr 25 2022,11:50:44 ET,Cover letter,PDF,11 K
HSBC Bank Canada,Apr 25 2022,14:51:15 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CEO (E),PDF,513 K
HSBC Bank Canada,Apr 25 2022,14:51:15 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CEO (F),PDF,272 K
HSBC Bank Canada,Apr 25 2022,14:51:15 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CFO (E),PDF,511 K
HSBC Bank Canada,Apr 25 2022,14:51:15 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CFO (F),PDF,272 K
HSBC Bank Canada,Apr 25 2022,14:47:25 ET,Annual information form - English,PDF,244 K
"Humble & Fume Inc. (formerly, Canada Iron Inc.)",Apr 25 2022,11:07:36 ET,Notice of the meeting and record date - English,PDF,80 K
"Humble & Fume Inc. (formerly, Canada Iron Inc.)",Apr 25 2022,07:41:20 ET,News release - English,PDF,31 K
i3 Energy plc,Apr 25 2022,14:23:18 ET,Notice Form 45-102F1,PDF,145 K
IC Capitalight Corp.,Apr 25 2022,13:20:21 ET,Notice of the meeting and record date - English,PDF,535 K
Identillect Technologies Corp,Apr 25 2022,18:06:00 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,8 K
Identillect Technologies Corp,Apr 25 2022,18:06:00 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,8 K
Identillect Technologies Corp,Apr 25 2022,18:05:17 ET,MD&A - English,PDF,356 K
Identillect Technologies Corp,Apr 25 2022,18:04:20 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,51 K
Identillect Technologies Corp,Apr 25 2022,18:04:20 ET,Audited annual financial statements - English,PDF,680 K
IDG Holdings Inc.,Apr 25 2022,19:24:23 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,8 K
IDG Holdings Inc.,Apr 25 2022,19:24:23 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,7 K
IDG Holdings Inc.,Apr 25 2022,19:23:41 ET,MD&A - English,PDF,182 K
IDG Holdings Inc.,Apr 25 2022,19:22:56 ET,Interim financial statements/report - English,PDF,233 K
Ikanik Farms Inc.,Apr 25 2022,21:16:16 ET,News release - English,PDF,38 K
ImagineAR Inc.,Apr 25 2022,07:08:40 ET,News release - English,PDF,48 K
Impak Finance Inc.,Apr 25 2022,16:12:03 ET,Audited annual financial statements - French,PDF,372 K
Imperial Mining Group Ltd.,Apr 25 2022,20:47:08 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,147 K
Imperial Mining Group Ltd.,Apr 25 2022,20:47:08 ET,52-109FV2 - Certification of interim filings - CEO (F),PDF,100 K
